Id. RCE,NAF,Raison sociale,Enseigne,Tranche effectif (INSEE),Effectif ACOSS (ou recueilli),Adresse principale,Code postal,Commune acheminement postal
30736021,7010Z,LE VIEUX FOUR,,SANS SALARIE,0,19 RUE DE CHAS,63160,BILLOM
19352912,7010Z,COMBIER LECOMTE,,1 OU 2 SALARIES,1,2 AVENUE DE CHATTE,38160,ST MARCELLIN
30712791,7010Z,SUMACAS MOISSAC,,SANS SALARIE,0,1 COURS ANTOINE GUICHARD,42000,ST ETIENNE
18719228,7010Z,GARAGE DES HAUTS DE JACQUARD,,6 A 9 SALARIES,6,2 RUE ANTOINE ROCHE,42000,ST ETIENNE
29380904,7010Z,FOREZ MOTORS,GARAGE DELKO MONTBRISON,SANS SALARIE,5,2 BOULEVARD CARNOT,42600,MONTBRISON
31165991,7010Z,LE 15,,SANS SALARIE,0,12 BOULEVARD DE LA RESISTANCE,3200,VICHY
2141859,7010Z,CAMPENON BERNARD MANAGEMENT,VINCI CONSTRUCTION FRANCE DDR SUD,100 A 199 SALARIES,100,55 AVENUE PAUL KRUGER,69100,VILLEURBANNE
26597671,7010Z,LIBER PATER,,1 OU 2 SALARIES,1,22 ROUTE DE LA TOURNETTE,74290,VEYRIER DU LAC
31423439,7010Z,DENAMA,,SANS SALARIE,0,170B CHEMIN DES FOURCHES,73000,SONNAZ
2397423,7010Z,DVELOS,VELOLAND,10 A 19 SALARIES,10,350 AVENUE DE CHAMBERY,73230,ST ALBAN LEYSSE
29087662,7010Z,JULIE ET DENIS,LA VIEILLE ETABLE,SANS SALARIE,0,7 RUE SAUVAGNAT,63240,LE MONT DORE
25339058,7010Z,PROMISE,,3 A 5 SALARIES,3,178 RUE GARENNIERE,69440,MORNANT
27471477,7010Z,ORCH L'ETRAT,,SANS SALARIE,0,grange neuve,42580,L ETRAT
8142398,7010Z,ASSOCIATION DE L HOTEL SOCIAL,ASSOCIATION HOTEL SOCIAL,10 A 19 SALARIES,9,259 RUE PAUL BERT,69003,LYON
22235188,7010Z,JURIS DIAGNOSTICS IMMOBILIERS,JURIS DIAGNOSTICS IMMOBILIERS,SANS SALARIE,0,725 BOULEVARD ROBERT BARRIER,73100,AIX LES BAINS
21358474,7010Z,rht grand large,RTH GRAND LARGE,NON DEFINIE,10,RUE VICTOR HUGO,69330,MEYZIEU
26935757,7010Z,DG ENTREPRISE,BOUCHERIE DES ILES,SANS SALARIE,0,147 AVENUE DE LA REPUBLIQUE,38170,SEYSSINET PARISET
25668841,7010Z,LA BIO DU SEMNOZ,LES MONTS,SANS SALARIE,0,80 IMPASSE DE LA DAUFE,74540,HERY SUR ALBY
27689045,7010Z,LE VASCASTEL,,SANS SALARIE,0,30 RUE DU CAMPING,15270,LANOBRE
21401675,7010Z,DM 2 CONTROLE,NORISKO,3 A 5 SALARIES,3,6 RUE PIERRE ET MARIE CURIE,69800,ST PRIEST
5573368,7010Z,BULL SAS,,200 A 249 SALARIES,200,53 RUE DE L ETANG,69760,LIMONEST
25027559,7010Z,DIKA,,SANS SALARIE,0,3 PLACE VAUCANSON,38000,GRENOBLE
15886745,7010Z,AMA TOURISME,,1 OU 2 SALARIES,1,26 RUE DU BOURNET,38180,SEYSSINS
29346942,7010Z,BRINS DE MALICE,,SANS SALARIE,5,27 ROUTE DE BERTHOUD,69440,TALUYERS
29302230,7010Z,FABREGUES, LA FABRIQUE-TRAITEUR,SANS SALARIE,0,9 RUE DU CAMP DEL TOUR,15250,JUSSAC
20608330,7010Z,A.M.H.,HELIOPIC,SANS SALARIE,0,72 DESCENTE DES PERIADES,74400,CHAMONIX MONT BLANC
21192619,7010Z,CLERHOTEL,HOTEL LUNE ETOILE,3 A 5 SALARIES,3,89 BOULEVARD GUSTAVE FLAUBERT,63000,CLERMONT FERRAND
29180113,7010Z,LES P'TITS KIGNOUX II,,SANS SALARIE,0,16 RUE DU VERCORS,38640,CLAIX
22976390,7010Z,LES P'TITS KIGNOUX,,SANS SALARIE,0,16 RUE DU VERCORS,38640,CLAIX
15093222,7010Z,CLEMMA,,SANS SALARIE,0,770 AVENUE DES FLEURS,73290,LA MOTTE SERVOLEX
23076721,7010Z,CFBM LIMONEST,,1 OU 2 SALARIES,1,18 RUE BERJON,69009,LYON
21776824,7010Z,SOCIETE DE TRANSPORTS ET LOCATION DE V,S.T.L.V.I.,SANS SALARIE,0,7 RUE SUR LES VIGNES,38790,DIEMOZ
29272152,7010Z,BUREAU PROFESSIONNEL D HYGIENE 3D,,SANS SALARIE,0,3 RUE CLAUDE BERNARD,26100,ROMANS SUR ISERE
22292169,7010Z,CONCEPT CONSTRUCTION BOIS,CO CO BOIS,SANS SALARIE,0,24T AVENUE D AUBIERE,63800,COURNON D AUVERGNE
22114760,7010Z,DOMAINE LES GANDINS AUVERGNE,D.L.G AUVERGNE,SANS SALARIE,0,1 ALLEE DES GANDINS,3140,ST GERMAIN DE SALLES
19347300,7010Z,EMIDA,LA RESERVE,3 A 5 SALARIES,3,86 COURS DE VERDUN,1100,OYONNAX
16272313,7010Z,SARL COCCINELLE,,SANS SALARIE,0,29 CHEMIN DE MONTGAY,69270,FONTAINES SUR SAONE
23740441,7010Z,VILLARD DISCO,,SANS SALARIE,0,20 AVENUE DES FRANCS TIREURS,38250,VILLARD DE LANS
4873307,7010Z,DG DELORME AUTOMOBILES,DELORME AUTOMOBILES  D& G AUTOMOBILES,1 OU 2 SALARIES,1,45 AVENUE LACASSAGNE,69003,LYON
23955603,7010Z,EMMACHRIS,NEVADA LES BERGERS,1 OU 2 SALARIES,1,RES DES BERGERS,38750,HUEZ
20985630,7010Z,EURL FRESNAIS,,SANS SALARIE,0,RUE DE LA GRENOUILLERE,63340,ST GERVAZY
22337304,7010Z,TD BIS,DELIRIUM CAFE CLERMONT-FERRAND,6 A 9 SALARIES,6,20 RUE LA TOUR D AUVERGNE,63000,CLERMONT FERRAND
24294326,7010Z,LE BAM,AUTOUR D'UN VERRE,1 OU 2 SALARIES,1,20 RUE LONGUE,69001,LYON
27698927,7010Z,LA PETITE TAVERNE,,SANS SALARIE,0,524 RUE DU 93E RAM,38750,HUEZ
29478642,7010Z,A SCIEZ TOI,,SANS SALARIE,0,AVENUE DES CHARMES,74140,SCIEZ
24267898,7010Z,D T G,,SANS SALARIE,0,28 AVENUE DE GENEVE,74160,ST JULIEN EN GENEVOIS
25342956,7010Z,DRIA FENETRES SARL,,SANS SALARIE,0,6 RUE DU PARC,74100,ANNEMASSE
30161734,7010Z,SOCIETE D'AFFINAGE ET APPRETS DE METAU,,SANS SALARIE,0,625 RUE DE SANS SOUCI,69760,LIMONEST
5549941,7010Z,SA EMONET ET CIE,EMONET SAS,SANS SALARIE,0,3 RUE DENISE BASTIDE,42000,ST ETIENNE
30538114,7010Z,DTS CONCEPTION,,SANS SALARIE,0,66B AVENUE ARISTIDE BERGES,38190,VILLARD BONNOT
31987980,7010Z,DPJ ASSOCIES,,SANS SALARIE,0,3 RUE MONTESQUIEU,69007,LYON
1809383,7010Z,ESPACE GROUP,ESPACE GROUPE,10 A 19 SALARIES,19,40 QUAI RAMBAUD,69002,LYON
18201670,7010Z,LOCATLAS,,SANS SALARIE,0,45 ROUTE DE SAVOIE,38420,DOMENE
26915258,7010Z,RHONE SERVICE IMMOBILIER,,SANS SALARIE,0,14 RUE DU MONT D OR,69009,LYON
24190769,7010Z,FAN SUSHI,,SANS SALARIE,0,5 AVENUE DU PLATEAU,69009,LYON
28945677,7010Z,ECOLE DE CONDUITS JEAN MOULIN,,SANS SALARIE,0,11B RUE JEAN MOULIN,69300,CALUIRE ET CUIRE
12637536,7010Z,ERICK CHARQUET EURL,,1 OU 2 SALARIES,1,ROUTE DE LA SERRAZ,73370,LE BOURGET DU LAC
12720543,7010Z,ECHIROLLES FLEURS,RAPID FLOR,SANS SALARIE,0,13 AVENUE DE GRUGLIASCO,38130,ECHIROLLES
25611449,7010Z,ECURIE DU SAPPEY,,SANS SALARIE,0,576 ROUTE DE MEYLAN,38330,BIVIERS
19985415,7010Z,EDELWEISS MONTBONNOT,,3 A 5 SALARIES,3,1365 AVENUE DE L EUROPE,38330,MONTBONNOT ST MARTIN
24937436,7010Z,E.D.I VIDEO,OUTLET VIDEO,SANS SALARIE,4,9 CHEMIN DES HIRONDELLES,69570,DARDILLY
22709040,7010Z,CHEVIGNARD EDOUARD,L'ALCHIMISTE,SANS SALARIE,0,14 RUE AUGUSTE PAYANT,69007,LYON
21590609,7010Z,E.F.C. TRANSPORT,,SANS SALARIE,0,QUARTIER LES CHASSIS,26600,LA ROCHE DE GLUN
4585873,7010Z,SPAA,,,0,109 AVENUE GABRIEL PERI,38400,ST MARTIN D HERES
12041874,7010Z,THEOLEYRE ELECTRICITE,,3 A 5 SALARIES,3,RUE CENTRALE,42550,USSON EN FOREZ
23600867,7010Z,LA SEYSSINOISE,LES BERGERES,10 A 19 SALARIES,10,20 RUE DE LA FAUCONNIERE,38170,SEYSSINET PARISET
26918168,7010Z,CP ANNECY,,SANS SALARIE,0,2 QUAI PERRIERE,74000,ANNECY
23934608,7010Z,OOVERTURE,,3 A 5 SALARIES,3,17 AVENUE GAMBETTA,69160,TASSIN LA DEMI LUNE
9453506,7010Z,LES CHANTIERS VALORISTES,LES CHANTIERS VALORISTES INSERTION,SANS SALARIE,0,928 AVENUE DE LA HOUILLE BLANCHE,73000,CHAMBERY
21499899,7010Z,A FLEUR DE PEAU,,SANS SALARIE,0,27 RUE DES VIGNES,63260,AIGUEPERSE
32666036,7010Z,SUSHI FERNEY,,SANS SALARIE,0,13 RUE DE LA POSTE,74000,ANNECY
22059703,7010Z,LE SPOT,,SANS SALARIE,0,185 RUE DE L EGLISE,74310,LES HOUCHES
8703996,7010Z,GRANULATS RHONE LOIRE,,10 A 19 SALARIES,10,ROUTE DE VOURLES,69230,ST GENIS LAVAL
22151666,7010Z,TESALYS,,SANS SALARIE,0,10 BOULEVARD MARIUS VIVIER MERLE,69003,LYON CEDEX 03
21399148,7010Z,ELOVIDIS,Charlotte,SANS SALARIE,0,QUARTIER MONTPLAISIR,7800,CHARMES SUR RHONE
20965708,7010Z,EMISEBA,LA MUZELLE,SANS SALARIE,0,8 AVENUE DE LA MUZELLE,38860,MONT DE LANS
28476398,7010Z,YETI BOOTS,,SANS SALARIE,0,r�sidence les balcons de ste foy,73640,STE FOY TARENTAISE
2322814,7010Z,C.F.T.,C F T,20 A 49 SALARIES,20,150 RUE GEORGES FOULC,69400,VILLEFRANCHE SUR SAONE
13232252,7010Z,VAL FREJUS EXPLOITATION,,SANS SALARIE,0,472 RUE DE LA LEYSSE,73000,CHAMBERY
27097671,7010Z,EMPREINTE PUBLICITE,,SANS SALARIE,0,QUARTIER LES GRANGES,7260,ROSIERES
21423836,7010Z,S.A.S. SERVICE AUTO,,3 A 5 SALARIES,3,6 RUE AMBROISE PARE,42240,UNIEUX
14940705,7010Z,ALIMENTATION CUSSET,,SANS SALARIE,0,le bourg,69870,GRANDRIS
23867198,7010Z,UNICA GESTION,,1 OU 2 SALARIES,0,30 RUE PRE GAUDRY,69007,LYON
25789472,7010Z,SNC CHAMPLONG,,SANS SALARIE,0,9 AVENUE JOLIOT CURIE,38760,VARCES ALLIERES ET RISSET
10897590,7010Z,FINANCIERE CHANEL,,6 A 9 SALARIES,6,AVENUE DE LYON,1960,PERONNAS
26487135,7010Z,GEDIS SUD EST,LE REGAIN 2 ANGLE CD518,SANS SALARIE,0,57 ROUTE DE LA GARENNE,69780,TOUSSIEU
25365277,7010Z,SKI AND BIKE,,6 A 9 SALARIES,6,64 ROUTE DE SALLANCHES,74920,COMBLOUX
32765992,7010Z,PARAGON,RESTAURANT LA GRANDE CHIBLE,,0,LIEU DIT CHEF LIEU,73300,ALBIEZ MONTROND
30218167,7010Z,TCHI,,SANS SALARIE,0,16 RUE DES VIGNES,74960,ANNECY
19082026,7010Z,BAMBINO,,1 OU 2 SALARIES,1,789 RUE NATIONALE,69400,VILLEFRANCHE SUR SAONE
26612727,7010Z,ES FERMETURES,,1 OU 2 SALARIES,1,5 ALLEE DE LA CROZE,69720,ST BONNET DE MURE
24335030,7010Z,ABRISS,,6 A 9 SALARIES,6,13 RUE PONSARD,38200,VIENNE
30221446,7010Z,ESTERIM,,SANS SALARIE,0,471 BOULEVARD DU PRESIDENT WILSON,73100,AIX LES BAINS
11389786,7010Z,ESTIVAL ELECTRICITE,,1 OU 2 SALARIES,1,95 ALLEE DES COTES DE CHANTURGUE,63100,CLERMONT FERRAND
22950880,7010Z,31 EMOTIONS,,10 A 19 SALARIES,10,27 RUE SAINT SIMON,69009,LYON
25641246,7010Z,ETABLISSEMENTS MADDALON,,3 A 5 SALARIES,3,ZONE INDUSTRIELLE LES CERTAUX,38350,SUSVILLE
26635084,7010Z,BIEVRE AUTO SERVICES,,SANS SALARIE,0,19 ROUTE DU PERRIN,38690,FLACHERES
12002724,7010Z,GJ,,SANS SALARIE,0,8 RUE DU BOURGNON,63370,LEMPDES
26855073,7010Z,EURL BABY BOOM,ESPACE COMMERCIAL DU MARAIS,6 A 9 SALARIES,0,ROUTE D AIX LES BAINS,74150,RUMILLY
29453089,7010Z,EXPRA,,SANS SALARIE,0,129 RUE DE LA PART DIEU,69003,LYON
28751983,7010Z,EVASION COIFFURE,,SANS SALARIE,0,8 RUE DES NEGOCIANTS,74100,AMBILLY
22414731,7010Z,OFFICE DE TOURISME DE YENNE,,SANS SALARIE,0,133 CHEMIN DE LA CURIAZ,73170,YENNE
27060313,7010Z,SU BLYM COIFFURE COSMETIQUES,,SANS SALARIE,3,28 RUE PAUL CEZANNE,69330,MEYZIEU
31156897,7010Z,EVIDENCE RECEPTION,,SANS SALARIE,2,11 AVENUE BARTHELEMY THIMONNIER,69300,CALUIRE ET CUIRE
28387181,7010Z,SIMATEL CONCEPT,,SANS SALARIE,0,64 RUE DES MARRONNIERS,1480,VILLENEUVE
29130211,7010Z,SOCIETE D EXPLOITATION FOUZ TRANSPORTS,,SANS SALARIE,6,147 AVENUE MARCEL MERIEUX,69530,BRIGNAIS
8132633,7010Z,ACCUEIL SERVICES AUX PROFESSIONNELS AS,,3 A 5 SALARIES,3,25 RUE JACQUES MONOD,69120,VAULX EN VELIN
9827225,7010Z,LISA DU VAL DE SIOULE,,3 A 5 SALARIES,3,RUE DES CHAMPS ELYSEES,3500,ST POURCAIN SUR SIOULE
21815315,7010Z,COLOMBIER ELECTRICITE,,10 A 19 SALARIES,10,LIEU DIT LE BAS DE LA COTE,42700,FIRMINY
28635200,7010Z,LOMANN,,SANS SALARIE,0,LES ESSERTS,74440,MORILLON
28714315,7010Z,ADDIPSY,,SANS SALARIE,0,95 LAFAYETTE,69006,LYON
18819240,7010Z,SOCIETE NOUVELLE S.P.I.C.,,SANS SALARIE,0,CHEMIN DE LA PLAINE,1120,DAGNEUX
2803259,7010Z,SOCIETE COOPERATIVE AART,SOCIETE COOPERATIVE AART,10 A 19 SALARIES,10,ROUTE DES CHENES,73200,GILLY SUR ISERE
22240443,7010Z,ALPES TLC,,SANS SALARIE,0,,73200,GILLY SUR ISERE
22774094,7010Z,PALTO,,SANS SALARIE,0,1098 CHEMIN DE LA CASSINE,73200,ALBERTVILLE
27678849,7010Z,LES ARTS DES METS,,1 OU 2 SALARIES,0,125 RUE NATIONALE,7120,RUOMS
26846801,7010Z,ESCUDERO,,1 OU 2 SALARIES,1,LIEU DIT LIMANDRE,43320,VAZEILLES LIMANDRE
4413479,7010Z,SPIGRAPH GROUP,,10 A 19 SALARIES,10,31 BOUCLE DE LA RAMEE,38070,ST QUENTIN FALLAVIER
3571287,7010Z,RHODIA SERVICES,,250 A 499 SALARIES,400,190 AVENUE THIERS,69006,LYON
29227505,7010Z,FAIR PLAY PAYSAGE,,SANS SALARIE,0,24 RUE LAMARTINE,38320,EYBENS
31933341,7010Z,R G M,,SANS SALARIE,9,8 AVENUE DE BEAUDET,43190,TENCE
25586159,7010Z,EURL FT,,1 OU 2 SALARIES,1,89 AVENUE SAINT JAMES,3800,GANNAT
18633782,7010Z,SARL BOURG MONTAGNAT,,SANS SALARIE,0,12 AVENUE DES SAULES,69600,OULLINS
19141757,7010Z,FAVRE INDUSTRIE ET DEVELOPPEMENT F I D,,1 OU 2 SALARIES,0,34 RUE DE LA REPUBLIQUE,69330,MEYZIEU
32424734,7010Z,SMB,,SANS SALARIE,0,5 D AGNIN,38150,SALAISE SUR SANNE
28699161,7010Z,OMEGA,,SANS SALARIE,0,5 D AGNIN,38150,SALAISE SUR SANNE
32791296,7010Z,ELLIBAR,ANTREPOT,SANS SALARIE,0,601 RUE DES COMMUNAUX,73200,GRIGNON
20473700,7010Z,CENTURY 21 CD IMMO,,SANS SALARIE,0,25 RUE DE LA PLANTAZ,74600,ANNECY
13803699,7010Z,JULES ZOLA,L2D,SANS SALARIE,0,7 RUE OCTAVIO MEY,69005,LYON
28326007,7010Z,CAR ALLIER,,SANS SALARIE,0,58 ROUTE DE CHAMPIOT,63830,DURTOL
26048854,7010Z,O NAPOLI,,SANS SALARIE,0,15 RUE MARGUERITE FOURNIER,42600,MONTBRISON
11913129,7010Z,FAVROT F SELECTION,,1 OU 2 SALARIES,1,2 ALLEE DES CHASSEURS,69380,LISSIEU
28073247,7010Z,FORISSIER GUILHOT MENUISERIE,,3 A 5 SALARIES,0,AVENUE DE L INDUSTRIE,43190,TENCE
8145654,7010Z,ASS REGIONALE FORMATION ALTERNEE,,20 A 49 SALARIES,20,105 RUE HENRI DEPAGNEUX,69400,LIMAS
21943641,7010Z,2 SAVOIE PROMOTION,2S PROMOTION,SANS SALARIE,0,470 BOULEVARD GARIBALDI,73100,AIX LES BAINS
765783,7010Z,LISE CHARMEL INDUSTRIE,LISE CHARMEL INDUSTRIE,20 A 49 SALARIES,20,45 RUE SAINT PIERRE DE VAISE,69009,LYON CEDEX 09
25696941,7010Z,AGAPANTHE,,SANS SALARIE,0,23 RUE SAINTE CLAIRE,74000,ANNECY
9591678,7010Z,SOCIETE CIVILE DE MOYENS EQUILIBRE,,1 OU 2 SALARIES,0,46 LA GARE,38460,VENERIEU
12888064,7010Z,ERGOS TECHNOLOGIES,ERGOS TECHNOLOGIES,1 OU 2 SALARIES,1,46 AVENUE FELIX VIALLET,38000,GRENOBLE
29316120,7010Z,BRIGADE 36,,SANS SALARIE,0,36 RUE DE L ARBRE SEC,69001,LYON
22151899,7010Z,RGF,,SANS SALARIE,0,CHEMIN DE LA GOUTTE,42120,ST VINCENT DE BOISSET
26893137,7010Z,YAM 26,,SANS SALARIE,0,RUE MAURICE SIBILLE,26200,MONTELIMAR
32007083,7010Z,SARL F&L ASSOCIEES,,SANS SALARIE,0,11 ROUTE DES BOIS,38500,VOIRON
24964382,7010Z,MAESN,L ESCALE GOURMANDE,SANS SALARIE,0,4 RUE GEORGES CHEVALLIER,69120,VAULX EN VELIN
24509453,7010Z,ADLN IMMOBILIER,,1 OU 2 SALARIES,1,12 RUE JULES FERRY,69270,FONTAINES SUR SAONE
26580788,7010Z,A TABLE ET VOUS,COURCHEVEL 1300,6 A 9 SALARIES,6,RUE DE LA CHAPELLE,73120,COURCHEVEL
11403507,7010Z,GOLF DE VALENCE SAINT,GOLF DE VALENCE SAINT DIDIER,6 A 9 SALARIES,6,CHEMIN DES TERRATUS,26300,CHARPEY
16840410,7010Z,BECTON DICKINSON EUROPE HOLDINGS,,20 A 49 SALARIES,20,11 RUE ARISTIDE BERGES,38800,LE PONT DE CLAIX
30988667,7010Z,IOTIZE,,SANS SALARIE,0,17 AVENUE JEAN KUNTZMANN,38330,MONTBONNOT ST MARTIN
30116465,7010Z,GRAFATOM,,SANS SALARIE,4,226 ROUTE D EPELUY,42450,SURY LE COMTAL
25119533,7010Z,DE LUCIA,,1 OU 2 SALARIES,1,95 COURS BERRIAT,38000,GRENOBLE
27420568,7010Z,PASCALOUPS,,SANS SALARIE,0,47 RUE DE LA PAUZE,63130,ROYAT
32353517,7010Z,LES PLANCHES SARL FVMC,,SANS SALARIE,0,LE ROND POINT DES PISTES,63610,BESSE ET ST ANASTAISE
20405510,7010Z,FORNER,,SANS SALARIE,0,LIEU DIT LAITRAZ,74490,ONNION
20124786,7010Z,MG 12,,SANS SALARIE,0,5 RUE PATRICK DEPAILLER,63000,CLERMONT FERRAND
28833366,7010Z,HOLDING LAMBERT,,SANS SALARIE,0,ROUTE DE LA BATELLIERE,3500,PARAY SOUS BRIAILLES
26513071,7010Z,NACOES,RESTAURANT DU PONT DE JONS,3 A 5 SALARIES,3,RTE DU PONS,69330,JONS
27826527,7010Z,FUJI SU SUSHI,,SANS SALARIE,0,82 AVENUE GEORGES CLEMENCEAU,74300,CLUSES
19909013,7010Z,TRANSPORT LOGISTIQUE CONSEIL ORGANISAT,,SANS SALARIE,0,9 RUE PEYTEL,69660,COLLONGES AU MONT D OR
9679024,7010Z,DEJOB FREDERIC,,SANS SALARIE,0,CHEMIN DES CARRIERES,42190,CHANDON
32864721,7010Z,SASU MAXENCE,MAXENCE,,0,LE MOULIN BENJAMIN,73450,VALLOIRE
15002267,7010Z,GRANDIS,CARREFOUR CONTACT,6 A 9 SALARIES,6,55 AVENUE DE LYON,26500,BOURG LES VALENCE
4319865,7010Z,CASINO SERVICES,CASINO,500 A 999 SALARIES,800,1 COURS ANTOINE GUICHARD,42000,ST ETIENNE
24099384,7010Z,ARG HOLDING,,1 OU 2 SALARIES,1,50 RUE DE MARSEILLE,69007,LYON
25364726,7010Z,EVENTS GAMES,EVENTS GAMES,SANS SALARIE,0,124 RUE DE LA REPUBLIQUE,38220,VIZILLE
28798598,7010Z,ACM ACR HOLDING,,SANS SALARIE,0,101 RUE DU DAUPHINE,69800,ST PRIEST
23593611,7010Z,MEDICAL MANUFACTURING,,3 A 5 SALARIES,3,5 CHEMIN DU CATUPOLAN,69120,VAULX EN VELIN
2230404,7010Z,DEVELOPPEMENT TECHNIQUES PLASTIQUES EN,DTP HOLDING,10 A 19 SALARIES,10,ZONE INDUSTRIELLE DE LA PLAINE,1580,IZERNORE
976170,7010Z,GROUPE ISERBA,ISERBA,3 A 5 SALARIES,950,8 AVENUE EUGENE HENAFF,69120,VAULX EN VELIN
25390181,7010Z,GALAUPAINS,,SANS SALARIE,0,107 RUE BOILEAU,69006,LYON
24950841,7010Z,LA RONDE DES OURSONS,,6 A 9 SALARIES,4,9 RUE DOCTEUR SCHWEITZER,38100,GRENOBLE
25785874,7010Z,HOSTOMOBIL,HOSTOMOBIL,3 A 5 SALARIES,3,16 RUE ANDRE MESSAGER,3340,BESSAY SUR ALLIER
24676568,7010Z,BH AUTOS SEYSSEL,,SANS SALARIE,0,15 PLACE SAINT FRANCOIS DE SALLES,74910,SEYSSEL
26377602,7010Z,GARAGE DES MURES,,3 A 5 SALARIES,3,100 NATIONALE 6,69720,ST BONNET DE MURE
19719427,7010Z,TAC DES GLACIERS,,1 OU 2 SALARIES,0,197 ROUTE DES CONTAMINES,74170,ST GERVAIS LES BAINS
28872108,7010Z,LA TERRASSE DE TASSIN,,SANS SALARIE,0,165 AVENUE CHARLES DE GAULLE,69160,TASSIN LA DEMI LUNE
29491342,7010Z,GAYLORD CHEZ,,SANS SALARIE,0,26 IMPASSE DUCIS,73620,HAUTELUCE
19481206,7010Z,H2DX,FRANCE TRESS,SANS SALARIE,0,8 AVENUE KARL MARX,69120,VAULX EN VELIN
32360251,7010Z,GE ET NICO,,SANS SALARIE,0,8 RUE DU MUSEE,38200,VIENNE
27733620,7010Z,GENTIANE NEGOCE,,SANS SALARIE,0,L ESTABLOU MILHAC,15240,LE MONTEIL
25153580,7010Z,742 EVERGREEN DESIGN,742ED,SANS SALARIE,0,996 ROUTE DE CHAPARON,74210,LATHUILE
10458224,7010Z,BH DEVELOPPEMENT,BH DEVELOPPEMENT,20 A 49 SALARIES,20,40 AVENUE DU 24 AOUT 1944,69960,CORBAS
12595864,7010Z,BIO-ACCESS SERVICES,,20 A 49 SALARIES,20,1 BOULEVARD MARIUS VIVIER MERLE,69003,LYON
30561642,7010Z,AUPAAN,,SANS SALARIE,0,6 RUE DU LANGUEDOC,63400,CHAMALIERES
4646765,7010Z,GECO,LA GRENOUILLERE,SANS SALARIE,0,LE CORBIER,73300,VILLAREMBERT
26947687,7010Z,GERBER,,SANS SALARIE,0,60 RUE BONRIEUX,73300,ST JEAN DE MAURIENNE
11885016,7010Z,CLEARBUS,CLEARBUS,6 A 9 SALARIES,6,25 RUE GABRIEL PERI,38000,GRENOBLE
26572757,7010Z,LE VESUVIO THONON,,SANS SALARIE,0,17 AVENUE DES ALLOBROGES,74200,THONON LES BAINS
28523665,7010Z,MICRO-CRECHE LES PETITES ABEILLES,,SANS SALARIE,0,256 RUE FRANCIS DE PRESSENSE,69100,VILLEURBANNE
23617967,7010Z,RESEAU DES CELLULES ECONOMIQUES REGION,,3 A 5 SALARIES,3,55 AVENUE GALLINE,69100,VILLEURBANNE
16150441,7010Z,MOULIN DE LA RHUE,,SANS SALARIE,0,9 RUE DU FORT,63320,CHAMPEIX
19646965,7010Z,MSB OBI,WELDOM,50 A 99 SALARIES,50,2 RUE AMBROISE PARE,69800,ST PRIEST
4055670,7010Z,GROUPE HELIOS,GROUPE HELIOS/PROXIMARQUES,10 A 19 SALARIES,10,25 RUE DU TREMBLAY,38130,ECHIROLLES
11327543,7010Z,PHARMACIE DU VAL VERT,PHARMACIE DU VAL VERT,3 A 5 SALARIES,3,2 RUE BENOIT TABARD,69130,ECULLY
24360087,7010Z,JOUBERT AUTOMOBILES,ANGENIEUX AUTOMOBILES,6 A 9 SALARIES,8,9 RUE DE L INDUSTRIE,42340,VEAUCHE
11332597,7010Z,3CULAROIS,,6 A 9 SALARIES,6,24 RUE LOUIS GAGNIERE,38950,ST MARTIN LE VINOUX
24707279,7010Z,GOLD TYRES,,SANS SALARIE,0,35 RUE DES MARTYRS DE LA RESISTANCE,69200,VENISSIEUX
10952942,7010Z,J.F.A.,J.F.A. & SOPRIM,6 A 9 SALARIES,6,3 ALLEE DU DOULAN,38400,ST MARTIN D HERES
4778147,7010Z,CATALOGUEXPRESS FRANCE CEF INFORMAT,,1 OU 2 SALARIES,1,11 RUE DE DOUAUMONT,42400,ST CHAMOND
28261709,7010Z,LVB,,SANS SALARIE,0,CHEMIN DE L HORME,73800,PLANAISE
21968746,7010Z,LAVAGE CLAIRY'S,,SANS SALARIE,0,5 IMPASSE ROLLIN,69400,LIMAS
19814971,7010Z,SANTESECOURS,AMBULANCES GRENOBLOISES - AMBULANCES D,10 A 19 SALARIES,10,41 RUE DU BEAL,38400,ST MARTIN D HERES
21707105,7010Z,MAYA AUTOS REVISIONS,,SANS SALARIE,0,AVENUE DES TILLEULS,69830,ST GEORGES DE RENEINS
3683768,7010Z,RANEA DEVELOPPEMENT,AXEL MORGAN AXEL MARENS,SANS SALARIE,0,8 PLACE DE VERDUN,38320,EYBENS
30239763,7010Z,BELLEGARDIENNE DE LA NATURE,,SANS SALARIE,0,19 RUE DE LA VIE VIEILLE,1200,INJOUX GENISSIAT
21224555,7010Z,FINANCIERE BSF,,SANS SALARIE,0,925 AVENUE DE L EUROPE,69400,VILLEFRANCHE SUR SAONE
29647087,7010Z,INSTHAIN,,SANS SALARIE,0,375 ROUTE DES VIGNES,74330,POISY
27854799,7010Z,KELVELO,,SANS SALARIE,0,120 CHEMIN DES BUGNETS,26750,GEYSSANS
29113282,7010Z,Le Bambou  Vert,,,0,24 RUE CONDORCET,38000,GRENOBLE
28050855,7010Z,MA P TITE BULLE,,SANS SALARIE,0,14 RUE D ONZION,42152,L HORME
2957417,7010Z,PLASTOCHIM DEVELOPPEMENT,,10 A 19 SALARIES,10,113 ROUTE DE BRIGNAIS,69230,ST GENIS LAVAL
