Id. RCE,NAF,Raison sociale,Enseigne,Tranche effectif (INSEE),Effectif ACOSS (ou recueilli),Adresse principale,Code postal,Commune acheminement postal
11144863,7010Z,F2A - FABRICATION AERAULIQUE ET ACOUST,F2A,SANS SALARIE,0,ZONE ARTISANALE DES 2 B,1360,BELIGNEUX
24994799,7010Z,JAGODA,BRICOCASH,SANS SALARIE,0,6 ROUTE DE COUBON,43700,BRIVES CHARENSAC
26855267,7010Z,OTO TEST,,SANS SALARIE,0,260 RUE JEAN CHAZY,69400,VILLEFRANCHE SUR SAONE
27075757,7010Z,DOMAINE DES BLACHAS-VALLON PONT D'ARC,,6 A 9 SALARIES,0,2590 ROUTE DU CHASSEL,7150,SALAVAS
19745495,7010Z,LE BLUE NOTE,,SANS SALARIE,0,LES SIMONDINS,26120,CHABEUIL
20974065,7010Z,SARL SBEER,S'BEER,SANS SALARIE,0,CHEMIN DU BOIS CANDIDE,1210,FERNEY VOLTAIRE
19818062,7010Z,LE MELLOT INGRID SOPHIE SYLVI,courtier pion,SANS SALARIE,1,113 av du 8 mai,42340,VEAUCHE
25403933,7010Z,MONTGOUR,,1 OU 2 SALARIES,1,346 AVENUE DE LA REPUBLIQUE,7500,GUILHERAND GRANGES
24067222,7010Z,RAS 280,,SANS SALARIE,0,10 RUE JEAN MARCUIT,69009,LYON
28379991,7010Z,REST AU SOMMET,,SANS SALARIE,0,LE VILLAGE,38650,ST MICHEL LES PORTES
22230810,7010Z,GROUPE EGCS,,3 A 5 SALARIES,3,19 RUE LAVOISIER,69680,CHASSIEU
9448113,7010Z,SARL PAGE ERIC,,3 A 5 SALARIES,3,PLACE DE VERDUN,42300,VILLEREST
24340952,7010Z,PAIN MONTANA,,1 OU 2 SALARIES,1,PLACE DE POUSSIAC,7220,ST MONTAN
23980671,7010Z,CEMARO,LE MOULIN DE PAIOU,10 A 19 SALARIES,10,114 RUE MARIETTON,69130,ECULLY
24810093,7010Z,HANIFI MYRIAM VERENA,,,0,21 RUE DES PELLETS,38320,EYBENS
20814276,7010Z,SN PONS,PARC ECUREUIL,SANS SALARIE,0,26 RUE DU SARDON,63140,CHATEL GUYON
19786317,7010Z,RAS 170,RAS 170 (SIEGE SOCIAL),SANS SALARIE,0,10 RUE JEAN MARCUIT,69009,LYON
25175746,7010Z,PARTNER'S RA,,1 OU 2 SALARIES,1,5 RUE JEAN MOULIN,38180,SEYSSINS
164373,7010Z,TESSI,TESSIDATA,6 A 9 SALARIES,6,177 COURS LIBERATION GAL DE GAULLE,38100,GRENOBLE
24533508,7010Z,POLYGON PHYSICS,,3 A 5 SALARIES,3,30 CHEMIN DE ROCHASSON,38240,MEYLAN
25126223,7010Z,Restaurant Le Carnot,,1 OU 2 SALARIES,1,15 BOULEVARD CARNOT,42600,MONTBRISON
5516738,7010Z,MERCK SANTE,,250 A 499 SALARIES,200,37 RUE SAINT ROMAIN,69379,LYON CEDEX 08
25412244,7010Z,L ART DES CHOIX,,3 A 5 SALARIES,3,3 PLACE DE LA REPUBLIQUE,7320,ST AGREVE
22038191,7010Z,SARL MAISON CALVAGNAC,,3 A 5 SALARIES,3,LE BOURG,15380,ANGLARDS DE SALERS
27735023,7010Z,LES SAVEURS GOURMANDES,,SANS SALARIE,0,105 ROUTE DU PRESIDENT LAVY,74370,ARGONAY
5859448,7010Z,PRODUR,,20 A 49 SALARIES,20,1025 AVENUE DU GRAND ARIETAZ,73000,CHAMBERY
21931194,7010Z,ALKERN SUD,ETAGE 2E,10 A 19 SALARIES,10,2 ALLEE DE TOSCANE,69800,ST PRIEST
29562602,7010Z,CLEISE,1975,SANS SALARIE,0,45 LOTISSEMENT LES GRANGES,42340,VEAUCHE
19258070,7010Z,SAVOITEL,,10 A 19 SALARIES,10,100 RUE EUGENE DUCRETET,73000,CHAMBERY
1349699,7010Z,MICHELLIER SAS,,SANS SALARIE,0,ROUTE DE LA SERRAZ,73370,LE BOURGET DU LAC
17716638,7010Z,PERRENOT SAVOIE,SNTA,SANS SALARIE,0,ROUTE DE ROMANS,26260,ST DONAT SUR L HERBASSE
3157676,7010Z,CROUSTIMAT,,10 A 19 SALARIES,10,ROUTE NATIONALE,74500,MAXILLY SUR LEMAN
24610711,7010Z,PAO,LE REMOTIS,3 A 5 SALARIES,3,CHEMIN DES ROUTES,26000,VALENCE
18176678,7010Z,MANAGEMENT GENERAL  ET  GLOBAL SERVICES,M2GS,1 OU 2 SALARIES,1,17 CHEMIN DE BELLEVUE,69340,FRANCHEVILLE
1759588,7010Z,SAINT ONCE,C-MONREPASBURO   REPABURO   C-MACAF ..,100 A 199 SALARIES,100,1 COURS ANTOINE GUICHARD,42000,ST ETIENNE
27447654,7010Z,CANTALSHOP,,SANS SALARIE,0,61 AVENUE CHARLES PERIE,15200,MAURIAC
12062713,7010Z,ALLIMAU,INTERMARCHE SAS ALLIMAU,10 A 19 SALARIES,10,ZONE LES CARLAIRES SUD,38650,MONESTIER DE CLERMONT
27006786,7010Z,ANTALICE,,SANS SALARIE,0,IMPASSE DU PARC,42210,L HOPITAL LE GRAND
27329921,7010Z,ARCADI,,SANS SALARIE,0,6 PLACE JEAN DEFFAUGT,74100,ANNEMASSE
26030013,7010Z,CHARL'S YANN,,SANS SALARIE,0,20 MONTEE DE LA SOEUR VIALLY,69300,CALUIRE ET CUIRE
29860794,7010Z,LE PEP S,,SANS SALARIE,0,PONT DE TIGNY,42190,ST NIZIER SOUS CHARLIEU
22552955,7010Z,EP SPORT,SPORT 2000,6 A 9 SALARIES,6,ZAC LES PORTES OCCITA,43750,VALS PRES LE PUY
12744635,7010Z,LUSYAD,,1 OU 2 SALARIES,1,LE COLOMBIER,69430,MARCHAMPT
4946187,7010Z,SAS PERRI MACONNERIE,,SANS SALARIE,0,RUE MONTJOIE,73220,EPIERRE
11327489,7010Z,PERRIN STORES ET BACHES,,6 A 9 SALARIES,6,590 RUE DU GRAND PRE,74460,MARNAZ
22314047,7010Z,BAYLE INDUSTRIES,,SANS SALARIE,0,LIEU DIT LA TUILERIE,42130,MARCOUX
22465122,7010Z,POMPES FUNEBRES AUTEM,P.F.A.,SANS SALARIE,0,337 ROUTE DES GRANGES,74130,CONTAMINE SUR ARVE
25067009,7010Z,PHARMACIE BRELAZ,,3 A 5 SALARIES,3,LE MONT FLEURY,74360,LA CHAPELLE D ABONDANCE
27174310,7010Z,SELAS PHARMACIE DE L OPERA,,SANS SALARIE,0,3 RUE DE LA REPUBLIQUE,69001,LYON
18974000,7010Z,PHARMACIE DE SAINT REMY SUR DUROLLE,,6 A 9 SALARIES,6,1 RUE NOEL BECHON,63550,ST REMY SUR DUROLLE
26565280,7010Z,PHARMACIE GELIBERT,,3 A 5 SALARIES,3,27 AV ALBERT 1ER DE BELGIQU,38000,GRENOBLE
30578018,7010Z,PHARMACIE DE VALLEIRY,,SANS SALARIE,0,59 ROUTE DE SAINT JULIEN,74520,VALLEIRY
27354369,7010Z,PHARMACIE DE VILLIE MORGON,,SANS SALARIE,0,AU BOURG,69910,VILLIE MORGON
19174731,7010Z,CYRIL JACQUET,PHARMACIE JACQUET,3 A 5 SALARIES,3,40 RUE DE LA REPUBLIQUE,69330,MEYZIEU
17882830,7010Z,ASSOCIATION DEPARTEMENTALE DES INFIRME,ASS IMC 42,1 OU 2 SALARIES,1,39 AVENUE DE ROCHETAILLEE,42100,ST ETIENNE
11325917,7010Z,PHARMACIE DU CENTRE,,3 A 5 SALARIES,3,2 PLACE DE LA LIBERATION,63120,COURPIERE
25685285,7010Z,PHARMACIE DES LUMIERES,,3 A 5 SALARIES,5,67 RUE DE LA REPUBLIQUE,69330,MEYZIEU
12119649,7010Z,VAUBAN PATRIMOINE,VAUBAN PATRIMOINE,SANS SALARIE,1,48 RUE PIERRE CORNEILLE,69006,LYON
29840263,7010Z,CHERRY GARDEN,,SANS SALARIE,0,427 AVENUE DU STADE,73700,BOURG ST MAURICE
31783580,7010Z,SASU DEMONCEAUX,,SANS SALARIE,0,13 RUE LOUIS PINARD,26600,TAIN L HERMITAGE
12840330,7010Z,SARL SUMO,TCHIP COIFFURE,SANS SALARIE,0,200 ALLEE DE LA LIBERATION,42153,RIORGES
24632992,7010Z,CAP SANTE BEAUTE,,3 A 5 SALARIES,3,5 COURS VITTON,69006,LYON
32674525,7010Z,FOREZ BTP,,SANS SALARIE,0,RUE GEORGES GUYNEMER,42160,ANDREZIEUX BOUTHEON
4656280,7010Z,S.P.B.E.,THIZY,3 A 5 SALARIES,3,22 IMPASSE DE L ECUREUIL,69240,THIZY LES BOURGS
29656202,7010Z,YSPORT  sport 2000,,SANS SALARIE,0,RUE DU COMMANDANT AUBREY,3300,CREUZIER LE VIEUX
32330536,7010Z,PIZZ A PAM,,SANS SALARIE,0,18 AVENUE EDOUARD HERRIOT,69170,TARARE
29080902,7010Z,OLIVE,,SANS SALARIE,0,233 ALL PROMENADE DES BORDS D,73100,AIX LES BAINS
30866645,7010Z,SARL ZARCONE,,SANS SALARIE,0,70 CHEMIN DE LIPE DE GILLER,26750,GENISSIEUX
26344645,7010Z,BRUNET DIFFUSION,LIEU-DIT ROCHETAILLEE,1 OU 2 SALARIES,1,CHEMIN DU BOUTHEON,38520,LE BOURG D OISANS
23774139,7010Z,PONANT,Mac Donald's Chaponnay,20 A 49 SALARIES,20,75 AVENUE DE CHAPONNAY,69970,CHAPONNAY
26566721,7010Z,LES ROSIERS,,3 A 5 SALARIES,3,91 RUE DE BEAUREGARD,42600,MONTBRISON
2905514,7010Z,LAVOREL,,6 A 9 SALARIES,6,AVENUE DE JUMEAUX,63570,BRASSAC LES MINES
19082727,7010Z,PREMIUM AUTO SERVICE,SPEEDY FONTAINE,3 A 5 SALARIES,3,120 BOULEVARD PAUL LANGEVIN,38600,FONTAINE
31646706,7010Z,IZOARD,,SANS SALARIE,0,886 ROUTE DE LA DOUANE,74130,ENTREMONT
18597498,7010Z,BOULANGERIES DE SAINTE-FOY-LES-LYON,BOULANGERIE DE SAINTE-FOY-LES-LYON BSFLL,10 A 19 SALARIES,10,3234 GRANDE RUE,69110,STE FOY LES LYON
12679571,7010Z,PROTECT METAL,,1 OU 2 SALARIES,12,CHEMIN DU CHAMBON,42420,LORETTE
1315189,7010Z,PROTECT METAL,,6 A 9 SALARIES,6,ZI DES ETAINGS,42800,CHATEAUNEUF
26253849,7010Z,AUX DELICES DE LENTILLY,,1 OU 2 SALARIES,1,1 RUE DE LA MAIRIE,69210,LENTILLY
30647100,7010Z,SAS FCA JACQUET,,SANS SALARIE,0,81 RUE DES ALLIES,38100,GRENOBLE
30641420,7010Z,PROSECURITY CIE,,SANS SALARIE,0,45 CHEMIN DE VILLE,7200,AUBENAS
22531075,7010Z,MMF   SHAMPOO,,SANS SALARIE,0,5618 ROUTE DE CLERMONT,74330,SILLINGY
25686029,7010Z,LES P TITS PLATS D DENIS,,3 A 5 SALARIES,3,18 CHEMIN DU PUITS PERRET,69210,ST PIERRE LA PALUD
18950346,7010Z,VIOLON,,SANS SALARIE,0,40 ALLEE DES LAURIERS,38330,MONTBONNOT ST MARTIN
24685915,7010Z,QUADRANS,LE KIOSQUE,10 A 19 SALARIES,10,1 RUE DES DOCTEURS CHARCOT,42100,ST ETIENNE
5395559,7010Z,EURL QUALI SERVICES,QUALI SERVICES,SANS SALARIE,0,LES GAVETS,38220,SECHILIENNE
28191832,7010Z,FINANCIERE ACCA,,20 A 49 SALARIES,20,20 BOULEVARD EUGENE DERUELLE,69003,LYON
21759771,7010Z,HOLDING ATALANTE,GROUPE SI2A,SANS SALARIE,0,9 RUE DES NOISETIERS,74960,ANNECY
26384187,7010Z,FAB CONDUITE,,SANS SALARIE,0,27 AVENUE DE LA LIBERATION,42120,LE COTEAU
3173461,7010Z,ETABLISSEMENTS RAMOS,,3 A 5 SALARIES,0,60 RUE DU PUITS SAINT CLAUDE,42800,RIVE DE GIER
21863574,7010Z,INDIGO STRASBOURG,,SANS SALARIE,0,RUE DE CHAPOLY,69290,ST GENIS LES OLLIERES
28514213,7010Z,RAYAN GOOD COIFFURE,,SANS SALARIE,0,28 RUE DES RANCY,69003,LYON
28670947,7010Z,LA CANTINE,,SANS SALARIE,0,170 CHEMIN DU GLAPET,74120,MEGEVE
24405291,7010Z,NEOWI REGIE A.D.B.,NEOWI REGIE A.D.B.,SANS SALARIE,0,60 AVENUE MARECHAL FOCH,69006,LYON
22712510,7010Z,SEENET,,1 OU 2 SALARIES,1,53 RUE DE LA POUYAT,38220,ST PIERRE DE MESAGE
26652898,7010Z,R&L,,SANS SALARIE,0,2050 ROUTE DE LIMONEST,69380,CHASSELAY
11151437,7010Z,REAPEINTUR,,SANS SALARIE,0,quartier saint andre,26160,LA BATIE ROLLAND
28169015,7010Z,R S AMARE COIF,,SANS SALARIE,0,165 CHEMIN DU CHABRICOU,7190,ST SAUVEUR DE MONTAGUT
19234607,7010Z,HMC,FOURNIL IN,1 OU 2 SALARIES,1,3 ROUTE D HEYRIEUX,69800,ST PRIEST
23506658,7010Z,LA TABLE DES TUILERIES,,1 OU 2 SALARIES,1,55 ROUTE DE PARIS,42300,MABLY
28580854,7010Z,BARBER ONE,,SANS SALARIE,0,CHEMIN DE LA CHAUMASSE,42380,LURIECQ
27922056,7010Z,MEDIBAT,,SANS SALARIE,0,1 IMPASSE DE L EGLISE,69400,LIMAS
25117060,7010Z,MMD,MON JOB,1 OU 2 SALARIES,1,55 AVENUE FELIX FAURE,69003,LYON
30400440,7010Z,FODINBO,,SANS SALARIE,1,15 RUE DU MORIAUD,38080,L ISLE D ABEAU
31862687,7010Z,UN MONDE A PART,,SANS SALARIE,0,113 AVENUE CHARLES DE GAULLE,69160,TASSIN LA DEMI LUNE
21281621,7010Z,ACCESS GROUP,,10 A 19 SALARIES,10,3 RUE FRANCOIS BULLOZ,74000,ANNECY
18009977,7010Z,LES MARSUPIAUX,,1 OU 2 SALARIES,1,76 CHE DU PELISSET,69570,DARDILLY
4800804,7010Z,EM2C GROUPE,,10 A 19 SALARIES,10,CHEMIN DE LA PLAINE,69390,VOURLES
1175864,7010Z,FLORIOT MAISONS,C.I.F.,6 A 9 SALARIES,6,9 BOULEVARD CHARLES DE GAULLE,1000,BOURG EN BRESSE
6424826,7010Z,FRASTEYA,SPORT 2000,20 A 49 SALARIES,0,173 RUE DES EGLANTIERS,73230,ST ALBAN LEYSSE
23049733,7010Z,HUTTOPIA DIVONNE,,SANS SALARIE,0,RUE DE CHAPOLY,69290,ST GENIS LES OLLIERES
25046632,7010Z,HUTTOPIA BOMBANNES,,SANS SALARIE,0,RUE DE CHAPOLY,69290,ST GENIS LES OLLIERES
2144417,7010Z,GROUPE JEAN DELATOUR,GROUPE JEAN DELATOUR,20 A 49 SALARIES,20,51 AVENUE DE LA REPUBLIQUE,69200,VENISSIEUX
20647395,7010Z,DESMARQUES,DESMARQUES.COM,6 A 9 SALARIES,6,IMPASSE DE CHAVANNE,69400,ARNAS
3368967,7010Z,GOLFBAC,,SANS SALARIE,0,487 ROUTE DE TAVAN,74410,ST JORIOZ
20615355,7010Z,SOMAFI GROUP FRANCE,,3 A 5 SALARIES,3,52 RUE DE CORPORAT,38430,MOIRANS
18623039,7010Z,SOMAFI BORDEAUX,CENTR ALP,SANS SALARIE,0,52 RUE DE CORPORAT,38430,MOIRANS
163903,7010Z,BETON TRAVAUX,,20 A 49 SALARIES,0,4 RUE ARISTIDE BERGES,38080,L ISLE D ABEAU
30948032,7010Z,HOTEL & RESIDENCE ALBERTVILLE,,SANS SALARIE,0,RUE DU BOIS DE L ILE,73460,TOURNON
2235179,7010Z,GDP VENDOME,GDP J.F. GOBE/ RE.FR / STUDOR.FR,10 A 19 SALARIES,10,1 RUE JEAN JAURES,74000,ANNECY
24223774,7010Z,SUBRIORGES,,SANS SALARIE,0,2 RUE ANDRE DELORME,42300,ROANNE
31705613,7010Z,RSFOT,,SANS SALARIE,0,74 QUAI PERRIERE,38000,GRENOBLE
20270360,7010Z,LA CASA NOSTRA,,SANS SALARIE,0,10 RUE VAUGELAS,74000,ANNECY
32623037,7010Z,REFUGE DU LAC DU LOU,,SANS SALARIE,0,L ADRET,73440,ST MARTIN DE BELLEVILLE
3143079,7010Z,LODGES & MOUNTAIN HOTELS,,,0,HOTEL MONT CHARVIN,73590,NOTRE DAME DE BELLECOMBE
26070920,7010Z,LA COZNA D'OCHE,LE RELAIS DE LA CHEVRETTE,3 A 5 SALARIES,3,MAUPAS,74500,BERNEX
31605171,7010Z,HO 36 AVIGNON,,SANS SALARIE,0,29 RUE MONTESQUIEU,69007,LYON
19918819,7010Z,PERRENOT COLOMIERS,,SANS SALARIE,0,DE ROMANS,26260,ST DONAT SUR L HERBASSE
30591791,7010Z,L.S.G,,SANS SALARIE,0,136 RUE JEAN JAURES,73350,BOZEL
3018671,7010Z,ASS APEI PAYS DU MONT BLANC,,SANS SALARIE,0,92 RUE DU COLONNEY,74700,SALLANCHES
29581950,7010Z,SLG LYON SUD,CELIO,SANS SALARIE,0,2 RUE DU BAT D ARGENT,69001,LYON
25390763,7010Z,LA FECLAZ S F L G,,SANS SALARIE,0,6 ALLEE DES PINS,74600,ANNECY
1275997,7010Z,REST'ALT,,SANS SALARIE,0,RES LES HAUTS DE VAL D ISERE,73150,VAL D ISERE
3025798,7010Z,RESTAURATION COURCHEVEL 2300,,20 A 49 SALARIES,20,COURCHEVEL 1850,73120,COURCHEVEL
28679314,7010Z,VIPERRING,,SANS SALARIE,0,360 CHEMIN DES GRANGETTES,74260,LES GETS
24922482,7010Z,PATATIPATATA,,SANS SALARIE,0,26 AVENUE DES PINS,26750,ST PAUL LES ROMANS
30053435,7010Z,CRISTINA,,SANS SALARIE,0,351 ROUTE DE SARCEY,69490,ST ROMAIN DE POPEY
26018284,7010Z,SARL LES 4 L,,1 OU 2 SALARIES,1,196 RUE RONCEVAUX,69400,VILLEFRANCHE SUR SAONE
27016759,7010Z,RESTAURANT LE RELAX,,SANS SALARIE,0,84 nationale,1430,MAILLAT
27244638,7010Z,SARL CRAGNOLINI,,SANS SALARIE,0,80 RUE DES EPINETTES,73230,BARBY
26038405,7010Z,GDND,L'ins'temps,SANS SALARIE,0,PLACE DU GENERAL DE GAULLE,38660,LUMBIN
23550765,7010Z,RESTO LE SAINT MARTIN,,SANS SALARIE,0,RUE DU ROCHER DE LORZIER,38430,MOIRANS
30661745,7010Z,NICO 37-38,,SANS SALARIE,0,COTE DE MIZOEN,38142,MIZOEN
25332172,7010Z,PRO-FIL RH,,1 OU 2 SALARIES,1,19 ROUTE DE GRENOBLE,38120,ST EGREVE
26843933,7010Z,G7 SAVOIE,,SANS SALARIE,0,63 RUE DES VANNEAUX,74800,ST PIERRE EN FAUCIGNY
12496226,7010Z,ADVENTURE GROUP,,10 A 19 SALARIES,10,35 AVENUE GENERAL DE GAULLE,69110,STE FOY LES LYON
19047029,7010Z,AECJ SUD,,SANS SALARIE,0,CHEMIN DE LA JACONNE,38670,CHASSE SUR RHONE
5873064,7010Z,LABORATOIRES AUVEX,,20 A 49 SALARIES,58,3 RUE ANDRE CITROEN,63430,PONT DU CHATEAU
20951251,7010Z,ICM INDUSTRIE GROUPE,GROUPE ICM EXPLOITATION,10 A 19 SALARIES,10,18 RUE DES FRERES LUMIERE,69680,CHASSIEU
2617547,7010Z,LECANTE DEVELOPPEMENT,,6 A 9 SALARIES,6,125 RUE BATAILLE,69008,LYON
4052017,7010Z,AMBULANCES PERROLLAZ,AMBULANCES PERROLLAZ,3 A 5 SALARIES,3,165 ROUTE DU CHESNEY,74700,DOMANCY
1274422,7010Z,REMONTEES MECANIQUES DU GRAND BORNAND,,100 A 199 SALARIES,100,,74450,LE GRAND BORNAND
18829359,7010Z,SBA GROUP,,1 OU 2 SALARIES,1,14 RUE JEAN JAURES,69330,MEYZIEU
23508727,7010Z,LE FROMAGER D AGEN,,SANS SALARIE,0,205 RUE DES FRERES LUMIERE,69970,CHAPONNAY
12623940,7010Z,SAS ANDREZIEUX DISTRIBUTION,SAS ANDREZIEUX DISTRIBUTION,250 A 499 SALARIES,300,migalon,42160,ANDREZIEUX BOUTHEON
25241507,7010Z,R J FITNESS,,1 OU 2 SALARIES,1,480 AVENUE JEAN MORIN,74800,LA ROCHE SUR FORON
29543039,7010Z,MOREL JEAN DESMURS,,SANS SALARIE,0,4 CHEMIN DES CHAUMES,38390,LA BALME LES GROTTES
5903362,7010Z,DES ETS GINDRE DUCHAVANY,,SANS SALARIE,0,131 RUE DE CREQUI,69006,LYON
17603068,7010Z,MIJO,,SANS SALARIE,0,4 RUE FRANCOIS DUMAS,73800,MONTMELIAN
25358305,7010Z,VIENNE FITNESS CLUB,,1 OU 2 SALARIES,1,52 COURS DE VERDUN,38200,VIENNE
24631282,7010Z,F.L.D.,,SANS SALARIE,0,9 RUE ROYALE,74000,ANNECY
26486607,7010Z,ROUVEURE TECHNIQUES ENERGIES,,1 OU 2 SALARIES,1,11 PLACE DE LA REPUBLIQUE,7270,LAMASTRE
29998992,7010Z,RRCA,,SANS SALARIE,0,66 RUE ETIENNE RICHERAND,69003,LYON
1134343,7010Z,BERTHOULY TRAVAUX PUBLICS,,SANS SALARIE,0,AVENUE DE GOURNIER,26200,MONTELIMAR
27995055,7010Z,R.V.C,,SANS SALARIE,0,410 RUE DE LA REPUBLIQUE,73000,CHAMBERY
11887836,7010Z,COMPTOIR ENERGIE,,6 A 9 SALARIES,6,QUARTIER LA PIMPIE,26120,MONTELIER
14976206,7010Z,AGCM ILE DE FRANCE,,10 A 19 SALARIES,0,9B CHEMIN DU VIEUX CHENE,38240,MEYLAN
28688754,7010Z,INFINITY CAPITAL,,SANS SALARIE,0,19 QUAI PERRACHE,69002,LYON
30770840,7010Z,LA GRANGE AUX SAVEURS,,SANS SALARIE,0,30 RUE SEBASTIEN LOEB,26300,CHATUZANGE LE GOUBET
8165523,7010Z,SOCIETE NOUVELLE GALVALOIRE,,10 A 19 SALARIES,10,25 RUE LOUIS CHATAIN,42400,ST CHAMOND
18676750,7010Z,PLUS DE FLEURS PLUS DE BONHEUR, PLUS DE BONHEUR,SANS SALARIE,0,15 COURS ALEXANDRE BORODINE,26000,VALENCE
29511559,7010Z,L ENVOL SUCRE,,SANS SALARIE,0,5 RUE FERNAND BONIS,42160,ANDREZIEUX BOUTHEON
30018531,7010Z,CLINIQUE DE CHATILLON,,SANS SALARIE,0,4 RUE DE BREST,69002,LYON
12921812,7010Z,PHARMACIE VIDAL,,3 A 5 SALARIES,3,36 RUE JULES MAIGNE,43100,BRIOUDE
31511447,7010Z,NB CONSULTING,TOMA INTERIM,3 A 5 SALARIES,0,60 RUE DU GENEPI,38350,LA MURE D ISERE
12755410,7010Z,ARCELORMITTAL TOP THIN GAUGE FRANCE,,10 A 19 SALARIES,10,310 RUE DES PRAIRIES,69400,ARNAS
27331342,7010Z,PANE E DOLCE,,SANS SALARIE,0,50 RUE JEAN JAURES,26800,PORTES LES VALENCE
32409616,7010Z,RAJ,,SANS SALARIE,0,3 RUE CREUZET,69007,LYON
31962308,7010Z,JD SAINTCUIR,,SANS SALARIE,0,25 RUE SAINT HEREM,63000,CLERMONT FERRAND
25302374,7010Z,ELITE MULTISERVICES,,50 A 99 SALARIES,50,125 LAFAYETTE,69006,LYON
22721290,7010Z,RAS 230,,SANS SALARIE,0,10 RUE JEAN MARCUIT,69009,LYON
23965633,7010Z,DECATHLON,DECATHLON,,0,588 BOULEVARD ALBERT CAMUS,69400,VILLEFRANCHE SUR SAONE
28198983,7010Z,CGFH GRENOBLE,,6 A 9 SALARIES,8,1 AVENUE PAUL VERLAINE,38100,GRENOBLE
11094813,7010Z,AROS,NINKASI,SANS SALARIE,0,267 RUE MARCEL MERIEUX,69007,LYON
28923920,7010Z,LA MANUFACTURE RUE DE LA,LA MANUFACTURE RUE DE LA POSTE,SANS SALARIE,0,10 RUE CLOT BEY,38000,GRENOBLE
24750647,7010Z,ROCHE DIABETES CARE FRANCE,,100 A 199 SALARIES,100,2 AVENUE DU VERCORS,38240,MEYLAN
20202421,7010Z,O LIMACES,,SANS SALARIE,0,112 COURS CHARLEMAGNE,69002,LYON
5070199,7010Z,OMERIS,RESEAU OMERIS,20 A 49 SALARIES,20,22 RUE PASTEUR,69300,CALUIRE ET CUIRE
24276166,7010Z,SARL RIOM RIEU,LA BOUCH'RIT,1 OU 2 SALARIES,1,15 AVENUE DES DOMES,63800,COURNON D AUVERGNE
31308715,7010Z,BIENVENUE CHEZ NOUS,,SANS SALARIE,0,8 RUE DU LAC,74000,ANNECY
19326905,7010Z,SAPORI E COLORI,SAPORI E COLORI,3 A 5 SALARIES,3,200 RUE DE CREQUI,69003,LYON
29253138,7010Z,PEPITO BELLOTA BOILEAU,,SANS SALARIE,0,3 RUE JEAN ZAY,42270,ST PRIEST EN JAREZ
12202879,7010Z,LISA ONGLES & STRASS,INSTITUT ONLES & STRASS,1 OU 2 SALARIES,1,18 RUE DE LA CONVENTION,69100,VILLEURBANNE
27547788,7010Z,GEROME CHANTEL,,SANS SALARIE,0,2 IMPASSE DES VENDANGES,3500,MONETAY SUR ALLIER
26722194,7010Z,LAGIER 15,LA BARRIQUE,SANS SALARIE,0,18 RUE DES GRAS,63000,CLERMONT FERRAND
29580126,7010Z,DALIA CCIAL LECLERC GRAND ANGLE,,SANS SALARIE,0,34 RUE ANTOINE LUMIERE,69150,DECINES CHARPIEU
28955420,7010Z,DEPILUX BIS,,SANS SALARIE,0,9 FAUBOURG ST PIERRE,3100,MONTLUCON
26792797,7010Z,EMEL BEAUTY,,6 A 9 SALARIES,6,17 RUE DU GENERAL FOY,42000,ST ETIENNE
24123018,7010Z,PELUT INSTALLATION,ENTREPRISE CHRISTIAN PELUT,3 A 5 SALARIES,3,CHEMIN DES BRUYERES,1250,JASSERON
20943675,7010Z,REBATET,REBATET,6 A 9 SALARIES,6,RUE DU BOURG,63122,ST GENES CHAMPANELLE
26829206,7010Z,FU GUI,,SANS SALARIE,0,34 RUE ANTOINE LUMIERE,69150,DECINES CHARPIEU
29389198,7010Z,LA NOISERAIE,,SANS SALARIE,0,31 BOULEVARD DES FRERES DESAIRE,38170,SEYSSINET PARISET
30085500,7010Z,MYR,,SANS SALARIE,0,5 RUE DES MARAICHERS,69160,TASSIN LA DEMI LUNE
25269359,7010Z,FREDERIC MORENO,,1 OU 2 SALARIES,4,63 COURS EMILE ZOLA,69100,VILLEURBANNE
30489322,7010Z,LACVIE,,SANS SALARIE,0,517 RUE DU DOCTEUR TRENEL,69560,STE COLOMBE
20807009,7010Z,LES ALPINS,AUTO ECOLE LES BRESSIS,1 OU 2 SALARIES,1,1 AVENUE DE PRELEVET,74960,ANNECY
30184858,7010Z,ABM ING,,SANS SALARIE,0,29 RUE PASTEUR,69720,ST BONNET DE MURE
32006725,7010Z,SAVOIE MEDITERRANEE,,SANS SALARIE,0,3 AVENUE DE SAINT SIMOND,73100,AIX LES BAINS
31272080,7010Z,SB4L,,SANS SALARIE,0,625 ROUTE DES LACS,74700,DOMANCY
20950979,7010Z,SCI KOKOMO,,SANS SALARIE,0,19 RUE TRUCHARD DUMOLIN,43000,LE PUY EN VELAY
25049340,7010Z,SO IMMO.COM,,SANS SALARIE,0,81 RUE PIERRE SEMARD,69520,GRIGNY
19094476,7010Z,TRAX DISTRIBUTION,TRAX CONCEPT,20 A 49 SALARIES,0,31 RUE DE BREST,69002,LYON
14303734,7010Z,PRALOGNAN EXPLOITATION,,SANS SALARIE,0,472 RUE DE LA LEYSSE,73000,CHAMBERY
9603481,7010Z,MUTUELLES DE FRANCE RESEAU SANTE,MUTUELLES DE FRANCE RESEAU SANTE,50 A 99 SALARIES,50,31 RUE NORMANDIE NIEMEN,38130,ECHIROLLES
